RecordNumber,EventRecordId,TimeCreated,EventId,Level,Provider,Channel,ProcessId,ThreadId,Computer,ChunkNumber,UserId,MapDescription,UserName,RemoteHost,PayloadData1,PayloadData2,PayloadData3,PayloadData4,PayloadData5,PayloadData6,ExecutableInfo,HiddenRecord,SourceFile,Keywords,ExtraDataOffset,Payload
775,775,2026-03-03 05:08:25.5678327,271,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2444,7268,vm-final-lab-wo,4,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000200000000001,0,"{""EventData"":{""Data"":{""@Name"":""Options"",""#text"":""0x0""}}}"
776,776,2026-03-03 05:14:48.2798290,242,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2444,5800,vm-final-lab-wo,4,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000000000000001,0,"{""EventData"":{""Data"":[{""@Name"":""TimeoutMSec"",""#text"":""5000""},{""@Name"":""ElapsedTimeMSec"",""#text"":""0""}]}}"
777,777,2026-03-03 05:14:48.2798309,243,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2444,5800,vm-final-lab-wo,4,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000000000000001,0,"{""EventData"":{""Data"":[{""@Name"":""TimeoutMSec"",""#text"":""5000""},{""@Name"":""ElapsedTimeMSec"",""#text"":""0""}]}}"
778,778,2026-03-03 05:15:10.2324203,223,Info,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2500,2580,vm-final-lab-wo,5,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000000000000001,0,"{""EventData"":{""Data"":[{""@Name"":""Partition"",""#text"":""1""},{""@Name"":""SchemaVersion"",""#text"":""29696""},{""@Name"":""Filename"",""#text"":""C:\\ProgramData\\Microsoft\\Windows\\AppRepository\\StateRepository-Machine.srd""}]}}"
779,779,2026-03-03 05:15:10.2393547,223,Info,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2500,2580,vm-final-lab-wo,5,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000000000000001,0,"{""EventData"":{""Data"":[{""@Name"":""Partition"",""#text"":""2""},{""@Name"":""SchemaVersion"",""#text"":""29696""},{""@Name"":""Filename"",""#text"":""C:\\ProgramData\\Microsoft\\Windows\\AppRepository\\StateRepository-Deployment.srd""}]}}"
780,780,2026-03-03 05:15:10.3514317,284,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2500,2580,vm-final-lab-wo,5,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000000000000001,0,"{""EventData"":{""Data"":[{""@Name"":""Partition"",""#text"":""2""},{""@Name"":""ProcessId"",""#text"":""2500""},{""@Name"":""Scope"",""#text"":""AppInstaller""}]}}"
781,781,2026-03-03 05:15:10.3637468,284,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2500,2580,vm-final-lab-wo,5,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000000000000001,0,"{""EventData"":{""Data"":[{""@Name"":""Partition"",""#text"":""2""},{""@Name"":""ProcessId"",""#text"":""2500""},{""@Name"":""Scope"",""#text"":""AppInstallerUri""}]}}"
782,782,2026-03-03 05:15:10.3677579,284,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2500,2580,vm-final-lab-wo,5,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000000000000001,0,"{""EventData"":{""Data"":[{""@Name"":""Partition"",""#text"":""2""},{""@Name"":""ProcessId"",""#text"":""2500""},{""@Name"":""Scope"",""#text"":""AppxManifest""}]}}"
783,783,2026-03-03 05:15:10.3717898,284,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2500,2580,vm-final-lab-wo,5,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000000000000001,0,"{""EventData"":{""Data"":[{""@Name"":""Partition"",""#text"":""2""},{""@Name"":""ProcessId"",""#text"":""2500""},{""@Name"":""Scope"",""#text"":""AutoUpdatePackage""}]}}"
784,784,2026-03-03 05:15:10.3768625,284,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2500,2580,vm-final-lab-wo,5,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000000000000001,0,"{""EventData"":{""Data"":[{""@Name"":""Partition"",""#text"":""2""},{""@Name"":""ProcessId"",""#text"":""2500""},{""@Name"":""Scope"",""#text"":""ContentGroup""}]}}"
785,785,2026-03-03 05:15:10.3829666,284,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2500,2580,vm-final-lab-wo,5,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000000000000001,0,"{""EventData"":{""Data"":[{""@Name"":""Partition"",""#text"":""2""},{""@Name"":""ProcessId"",""#text"":""2500""},{""@Name"":""Scope"",""#text"":""ContentGroupFile""}]}}"
786,786,2026-03-03 05:15:10.4814430,284,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2500,2580,vm-final-lab-wo,5,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000000000000001,0,"{""EventData"":{""Data"":[{""@Name"":""Partition"",""#text"":""2""},{""@Name"":""ProcessId"",""#text"":""2500""},{""@Name"":""Scope"",""#text"":""File""}]}}"
787,787,2026-03-03 05:15:10.4873144,284,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2500,2580,vm-final-lab-wo,5,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000000000000001,0,"{""EventData"":{""Data"":[{""@Name"":""Partition"",""#text"":""2""},{""@Name"":""ProcessId"",""#text"":""2500""},{""@Name"":""Scope"",""#text"":""PackageAppInstaller""}]}}"
788,788,2026-03-03 05:15:10.4907498,284,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2500,2580,vm-final-lab-wo,5,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000000000000001,0,"{""EventData"":{""Data"":[{""@Name"":""Partition"",""#text"":""2""},{""@Name"":""ProcessId"",""#text"":""2500""},{""@Name"":""Scope"",""#text"":""PackageSourceUri""}]}}"
789,789,2026-03-03 05:15:10.4907712,284,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2500,2580,vm-final-lab-wo,5,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000000000000001,0,"{""EventData"":{""Data"":[{""@Name"":""Partition"",""#text"":""2""},{""@Name"":""ProcessId"",""#text"":""2500""},{""@Name"":""Scope"",""#text"":""NULL""}]}}"
790,790,2026-03-03 05:15:10.8184862,245,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2500,2580,vm-final-lab-wo,5,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000000000000001,0,"{""EventData"":{""Data"":[{""@Name"":""ErrorCode"",""#text"":""0x0""},{""@Name"":""MachineSize_Before"",""#text"":""2097152""},{""@Name"":""MachineJournalSize_Before"",""#text"":""0""},{""@Name"":""DeploymentSize_Before"",""#text"":""1048576""},{""@Name"":""DeploymentJournalSize_Before"",""#text"":""0""},{""@Name"":""MachineSize_After"",""#text"":""2097152""},{""@Name"":""MachineJournalSize_After"",""#text"":""0""},{""@Name"":""DeploymentSize_After"",""#text"":""1048576""},{""@Name"":""DeploymentJournalSize_After"",""#text"":""327680""},{""@Name"":""MaintenancePerformed"",""#text"":""0xD3""}]}}"
791,791,2026-03-03 05:15:13.5112986,269,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2500,2580,vm-final-lab-wo,5,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000200000000001,0,"{""EventData"":{""Data"":{""@Name"":""Options"",""#text"":""0x0""}}}"
792,792,2026-03-03 05:15:14.2779030,216,Info,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2500,2580,vm-final-lab-wo,5,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000000000000001,0,"{""EventData"":{""Data"":{""@Name"":""ProcessId"",""#text"":""2500""}}}"
793,793,2026-03-03 05:15:15.0023281,231,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2500,3320,vm-final-lab-wo,5,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000000000000001,0,"{""EventData"":{""Data"":{""@Name"":""Options"",""#text"":""0x1""}}}"
794,794,2026-03-03 05:29:37.5306381,231,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2500,2712,vm-final-lab-wo,5,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000000000000001,0,"{""EventData"":{""Data"":{""@Name"":""Options"",""#text"":""0x1""}}}"
795,795,2026-03-03 06:17:19.1014101,231,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2500,7152,vm-final-lab-wo,5,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000000000000001,0,"{""EventData"":{""Data"":{""@Name"":""Options"",""#text"":""0x1""}}}"
796,796,2026-03-03 06:29:44.3373107,242,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2500,1596,vm-final-lab-wo,5,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000000000000001,0,"{""EventData"":{""Data"":[{""@Name"":""TimeoutMSec"",""#text"":""5000""},{""@Name"":""ElapsedTimeMSec"",""#text"":""0""}]}}"
797,797,2026-03-03 06:29:44.3373136,243,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2500,1596,vm-final-lab-wo,5,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000000000000001,0,"{""EventData"":{""Data"":[{""@Name"":""TimeoutMSec"",""#text"":""5000""},{""@Name"":""ElapsedTimeMSec"",""#text"":""0""}]}}"
798,798,2026-03-03 19:48:14.3410866,223,Info,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2668,2840,vm-final-lab-wo,5,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000000000000001,0,"{""EventData"":{""Data"":[{""@Name"":""Partition"",""#text"":""1""},{""@Name"":""SchemaVersion"",""#text"":""29696""},{""@Name"":""Filename"",""#text"":""C:\\ProgramData\\Microsoft\\Windows\\AppRepository\\StateRepository-Machine.srd""}]}}"
799,799,2026-03-03 19:48:14.4891274,223,Info,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2668,2840,vm-final-lab-wo,5,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000000000000001,0,"{""EventData"":{""Data"":[{""@Name"":""Partition"",""#text"":""2""},{""@Name"":""SchemaVersion"",""#text"":""29696""},{""@Name"":""Filename"",""#text"":""C:\\ProgramData\\Microsoft\\Windows\\AppRepository\\StateRepository-Deployment.srd""}]}}"
800,800,2026-03-03 19:48:14.7852133,284,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2668,2840,vm-final-lab-wo,5,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000000000000001,0,"{""EventData"":{""Data"":[{""@Name"":""Partition"",""#text"":""2""},{""@Name"":""ProcessId"",""#text"":""2668""},{""@Name"":""Scope"",""#text"":""AppInstaller""}]}}"
801,801,2026-03-03 19:48:14.7893743,284,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2668,2840,vm-final-lab-wo,5,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000000000000001,0,"{""EventData"":{""Data"":[{""@Name"":""Partition"",""#text"":""2""},{""@Name"":""ProcessId"",""#text"":""2668""},{""@Name"":""Scope"",""#text"":""AppInstallerUri""}]}}"
802,802,2026-03-03 19:48:14.7956661,284,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2668,2840,vm-final-lab-wo,5,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000000000000001,0,"{""EventData"":{""Data"":[{""@Name"":""Partition"",""#text"":""2""},{""@Name"":""ProcessId"",""#text"":""2668""},{""@Name"":""Scope"",""#text"":""AppxManifest""}]}}"
803,803,2026-03-03 19:48:14.8025507,284,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2668,2840,vm-final-lab-wo,5,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000000000000001,0,"{""EventData"":{""Data"":[{""@Name"":""Partition"",""#text"":""2""},{""@Name"":""ProcessId"",""#text"":""2668""},{""@Name"":""Scope"",""#text"":""AutoUpdatePackage""}]}}"
804,804,2026-03-03 19:48:14.8077038,284,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2668,2840,vm-final-lab-wo,5,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000000000000001,0,"{""EventData"":{""Data"":[{""@Name"":""Partition"",""#text"":""2""},{""@Name"":""ProcessId"",""#text"":""2668""},{""@Name"":""Scope"",""#text"":""ContentGroup""}]}}"
805,805,2026-03-03 19:48:14.8158894,284,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2668,2840,vm-final-lab-wo,5,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000000000000001,0,"{""EventData"":{""Data"":[{""@Name"":""Partition"",""#text"":""2""},{""@Name"":""ProcessId"",""#text"":""2668""},{""@Name"":""Scope"",""#text"":""ContentGroupFile""}]}}"
806,806,2026-03-03 19:48:14.9867189,284,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2668,2840,vm-final-lab-wo,5,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000000000000001,0,"{""EventData"":{""Data"":[{""@Name"":""Partition"",""#text"":""2""},{""@Name"":""ProcessId"",""#text"":""2668""},{""@Name"":""Scope"",""#text"":""File""}]}}"
807,807,2026-03-03 19:48:14.9955784,284,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2668,2840,vm-final-lab-wo,5,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000000000000001,0,"{""EventData"":{""Data"":[{""@Name"":""Partition"",""#text"":""2""},{""@Name"":""ProcessId"",""#text"":""2668""},{""@Name"":""Scope"",""#text"":""PackageAppInstaller""}]}}"
808,808,2026-03-03 19:48:15.0018901,284,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2668,2840,vm-final-lab-wo,5,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000000000000001,0,"{""EventData"":{""Data"":[{""@Name"":""Partition"",""#text"":""2""},{""@Name"":""ProcessId"",""#text"":""2668""},{""@Name"":""Scope"",""#text"":""PackageSourceUri""}]}}"
809,809,2026-03-03 19:48:15.0020104,284,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2668,2840,vm-final-lab-wo,5,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000000000000001,0,"{""EventData"":{""Data"":[{""@Name"":""Partition"",""#text"":""2""},{""@Name"":""ProcessId"",""#text"":""2668""},{""@Name"":""Scope"",""#text"":""NULL""}]}}"
810,810,2026-03-03 19:48:15.5699998,265,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2668,2840,vm-final-lab-wo,5,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000200000000001,0,"{""EventData"":{""Data"":[{""@Name"":""ErrorCode"",""#text"":""0x0""},{""@Name"":""Options"",""#text"":""0x0""},{""@Name"":""MachineDatabase_Pages"",""#text"":""0""},{""@Name"":""MachineDatabase_PagesCheckpointed"",""#text"":""0""},{""@Name"":""DeploymentDatabase_Pages"",""#text"":""0""},{""@Name"":""DeploymentDatabase_PagesCheckpointed"",""#text"":""0""}]}}"
811,811,2026-03-03 19:48:15.6421839,245,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2668,2840,vm-final-lab-wo,5,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000000000000001,0,"{""EventData"":{""Data"":[{""@Name"":""ErrorCode"",""#text"":""0x0""},{""@Name"":""MachineSize_Before"",""#text"":""2097152""},{""@Name"":""MachineJournalSize_Before"",""#text"":""0""},{""@Name"":""DeploymentSize_Before"",""#text"":""1048576""},{""@Name"":""DeploymentJournalSize_Before"",""#text"":""0""},{""@Name"":""MachineSize_After"",""#text"":""2097152""},{""@Name"":""MachineJournalSize_After"",""#text"":""0""},{""@Name"":""DeploymentSize_After"",""#text"":""1048576""},{""@Name"":""DeploymentJournalSize_After"",""#text"":""0""},{""@Name"":""MaintenancePerformed"",""#text"":""0xD3""}]}}"
812,812,2026-03-03 19:48:18.6544378,269,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2668,2840,vm-final-lab-wo,5,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000200000000001,0,"{""EventData"":{""Data"":{""@Name"":""Options"",""#text"":""0x0""}}}"
813,813,2026-03-03 19:48:19.8506937,216,Info,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2668,2840,vm-final-lab-wo,5,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000000000000001,0,"{""EventData"":{""Data"":{""@Name"":""ProcessId"",""#text"":""2668""}}}"
814,814,2026-03-03 19:48:21.0621694,231,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2668,3368,vm-final-lab-wo,5,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000000000000001,0,"{""EventData"":{""Data"":{""@Name"":""Options"",""#text"":""0x1""}}}"
815,815,2026-03-03 19:52:43.1046990,242,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2668,3368,vm-final-lab-wo,5,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000000000000001,0,"{""EventData"":{""Data"":[{""@Name"":""TimeoutMSec"",""#text"":""5000""},{""@Name"":""ElapsedTimeMSec"",""#text"":""0""}]}}"
816,816,2026-03-03 19:52:43.1047020,243,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2668,3368,vm-final-lab-wo,5,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000000000000001,0,"{""EventData"":{""Data"":[{""@Name"":""TimeoutMSec"",""#text"":""5000""},{""@Name"":""ElapsedTimeMSec"",""#text"":""0""}]}}"
817,817,2026-03-03 19:53:05.7642645,223,Info,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2504,2580,vm-final-lab-wo,5,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000000000000001,0,"{""EventData"":{""Data"":[{""@Name"":""Partition"",""#text"":""1""},{""@Name"":""SchemaVersion"",""#text"":""29696""},{""@Name"":""Filename"",""#text"":""C:\\ProgramData\\Microsoft\\Windows\\AppRepository\\StateRepository-Machine.srd""}]}}"
818,818,2026-03-03 19:53:05.7698039,223,Info,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2504,2580,vm-final-lab-wo,5,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000000000000001,0,"{""EventData"":{""Data"":[{""@Name"":""Partition"",""#text"":""2""},{""@Name"":""SchemaVersion"",""#text"":""29696""},{""@Name"":""Filename"",""#text"":""C:\\ProgramData\\Microsoft\\Windows\\AppRepository\\StateRepository-Deployment.srd""}]}}"
819,819,2026-03-03 19:53:06.0916615,284,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2504,2580,vm-final-lab-wo,5,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000000000000001,0,"{""EventData"":{""Data"":[{""@Name"":""Partition"",""#text"":""2""},{""@Name"":""ProcessId"",""#text"":""2504""},{""@Name"":""Scope"",""#text"":""AppInstaller""}]}}"
820,820,2026-03-03 19:53:06.0974029,284,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2504,2580,vm-final-lab-wo,5,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000000000000001,0,"{""EventData"":{""Data"":[{""@Name"":""Partition"",""#text"":""2""},{""@Name"":""ProcessId"",""#text"":""2504""},{""@Name"":""Scope"",""#text"":""AppInstallerUri""}]}}"
821,821,2026-03-03 19:53:06.1007150,284,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2504,2580,vm-final-lab-wo,5,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000000000000001,0,"{""EventData"":{""Data"":[{""@Name"":""Partition"",""#text"":""2""},{""@Name"":""ProcessId"",""#text"":""2504""},{""@Name"":""Scope"",""#text"":""AppxManifest""}]}}"
822,822,2026-03-03 19:53:06.1041350,284,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2504,2580,vm-final-lab-wo,5,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000000000000001,0,"{""EventData"":{""Data"":[{""@Name"":""Partition"",""#text"":""2""},{""@Name"":""ProcessId"",""#text"":""2504""},{""@Name"":""Scope"",""#text"":""AutoUpdatePackage""}]}}"
823,823,2026-03-03 19:53:06.1079386,284,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2504,2580,vm-final-lab-wo,5,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000000000000001,0,"{""EventData"":{""Data"":[{""@Name"":""Partition"",""#text"":""2""},{""@Name"":""ProcessId"",""#text"":""2504""},{""@Name"":""Scope"",""#text"":""ContentGroup""}]}}"
824,824,2026-03-03 19:53:06.1146481,284,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2504,2580,vm-final-lab-wo,5,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000000000000001,0,"{""EventData"":{""Data"":[{""@Name"":""Partition"",""#text"":""2""},{""@Name"":""ProcessId"",""#text"":""2504""},{""@Name"":""Scope"",""#text"":""ContentGroupFile""}]}}"
825,825,2026-03-03 19:53:06.1887361,284,Verbose,Microsoft-Windows-StateRepository,Microsoft-Windows-StateRepository/Operational,2504,2580,vm-final-lab-wo,5,S-1-5-18,,,,,,,,,,,False,c:\temp\b0f5cb3c534e29b6ade44c0e5667ea9e_MicrosoftWindowsStateRepository4Operational.evtx,0x4000000000000001,0,"{""EventData"":{""Data"":[{""@Name"":""Partition"",""#text"":""2""},{""@Name"":""ProcessId"",""#text"":""2504""},{""@Name"":""Scope"",""#text"":""File""}]}}"
